Number of true negative reads: 2976.

id	correct_species_taxid	correct_genus_taxid	script_species_taxid	script_genus_taxid
bd03e518-9630-c104-eb83-3d4d6c19a625	-	-	*	*
0d687d7d-7565-3be1-1512-2e104c929e65	562	561	*	*
e977d0ac-d0fa-2f5c-8973-0b8024a78479	562	561	*	*
bb8bf975-8e9e-9c69-a44d-013479a92c89	-	-	*	*
6b80c281-0eb3-3024-eeda-18c0f4d02646	1496	1870884	*	*
834dffcb-6195-d059-97e0-47ac661128d0	1502	1485	*	*
65809f66-5e75-62e9-b1ab-fef647a2569e	-	-	*	*
88572956-3ca7-8e78-e27c-11d68e8e0555	1680	1678	*	*
afb26549-71c8-b597-fb56-3234c1078327	-	-	*	*
f0427a42-7d9c-2d14-ebfa-d81620a7655f	562	561	*	*
a339ef88-01a5-8507-3446-7188359e89ea	-	-	*	*
f7e5bebe-1897-f9f5-bcd8-944adf440225	-	-	*	*
b2727f94-79d9-57c8-743a-4b595c0a1ab5	562	561	*	*
95aa1fb4-657b-b12c-6ad8-51fbedf6b4fe	-	-	*	*
36215977-bee3-988d-3e2a-98997c1fea3c	-	-	*	*
202089a6-81d4-c8fe-809e-b7aefaa2d579	-	-	*	*
33c78678-7f4b-0ec0-938e-a0f646e801dd	-	-	*	*
1065fc89-d43a-bdc4-27ad-6f699294097e	1351	1350	*	*
b470d36b-45a9-f26b-a479-f0fc335d194c	-	-	*	*
0c891947-cd4e-979b-3785-3595f3ff90db	-	-	*	*
a6c05cc8-3103-ab0a-1e75-457b7db949a0	851	848	*	*
a7050e46-f44b-e071-ff28-138d9ec91882	-	-	*	*
02f7628d-0519-4f2b-a30e-33a46131f390	-	-	*	*
3e9c917f-d47d-39e7-3bff-410ca5c0bd11	-	-	*	*
5f272a6e-d757-343f-c53c-bb1e0f741955	-	-	*	*
3d661edb-c65e-3157-cd33-8e5eed283fff	-	-	*	*
6b7e4ae6-8d57-9065-0511-a7f8a8897a6e	-	-	*	*
e9671a9f-de8a-af0f-245b-4f0389c60630	-	-	*	*
eeaab41c-91f6-f79f-e2f1-55bc99b970d1	562	561	*	*
d8715789-26d5-0997-9e83-e3881ce8427d	-	-	*	*
b438ad70-4da7-6802-33fc-0a932b950cb0	239935	239934	*	*
150007de-2882-ff47-a904-46bcf162f2ef	-	-	*	*
289b5afd-100d-0506-005f-4e0114544962	817	816	*	*
828319c2-82a0-242a-b62a-128e9b30bf70	-	-	*	*
f61ba0f1-f695-6704-f7d1-414aa6d425eb	-	-	*	*
79e5f7a9-77e5-fc43-5980-2e25115a199e	-	-	*	*
aeb89560-fb8d-5733-1609-af55f6d6e29d	-	-	*	*
013e8ee4-1d71-b572-2bc0-cfd2ad23399a	-	-	*	*
38e0ee87-d1b6-56fe-dcca-866ced9ea277	-	-	*	*
dd002b7d-9d59-265f-013e-80f815a7b8e6	-	-	*	*
fb18c267-19cb-e294-242a-586f783bcacf	-	-	*	*
f6e64734-53a2-a8be-7eb6-d22723d36c2b	1351	1350	*	*
6a95ee62-c02c-ad58-5123-9c8f4b7158e4	-	-	*	*
6ce213cc-e7c7-2caf-ad66-545f12579a47	562	561	*	*
00728a4c-09da-bb55-c626-677d419a50d3	-	-	*	*
815879ea-72a6-fd3c-ee54-4de61a90cc62	851	848	*	*
474ed584-b24e-f716-26dc-2998e84a8f70	562	561	*	*
7c252de0-69af-e7c4-6dd7-0b3b22f33419	-	-	*	*
c9a66983-5ac1-5fe0-f467-e075898a820c	562	561	*	*
411e2cbe-7aad-0c9a-1b5e-5d8397d5c9cf	851	848	*	*
96c8f8d0-99a6-06bb-5103-de5effd91690	1351	1350	*	*
36a79f83-36ea-c148-b5ef-875bf6de8c2f	-	-	*	*
74d84bfa-8efe-8abb-8673-fe6a92e153f7	-	-	*	*
85a08d2b-44e9-9d83-0f89-7823a50efb3c	-	-	*	*
a5a32722-f881-244f-6592-3bdd121c7330	-	-	*	*
cbee7a19-a46c-721b-f601-40d993f70d12	-	-	*	*
e7dba6f4-a3c9-28d3-a91e-cf3640fd22b0	28901	590	*	*
f2e5f4e2-a3db-334e-0da3-ab6d88727d7d	562	561	*	*
268669e4-a575-f6dd-948b-d8c660e53456	-	-	*	*
e0ae4415-6b99-7ed6-39bf-1963622cd26f	-	-	*	*
6f5ec6a7-f4d2-e3a7-fce0-962687d1af50	817	816	*	*
404e589d-0ad4-d403-6596-847a76d97cac	-	-	*	*
40d4e0c0-58cd-9bc9-4bf7-96062fe973a1	-	-	*	*
5d72bfa7-fa48-eafd-7209-a7414a6d622e	-	-	*	*
b0babb3b-2499-b2cd-79bb-77ec0f00498e	28901	590	*	*
7a08c4d7-6d3b-2d52-dc31-0a0ab1354667	-	-	*	*
da52fd35-cc82-cadc-29f6-39a1ce7df80e	562	561	*	*
0578b964-746f-7778-4f39-5e0ef00bf5a3	-	-	*	*
96e40112-26a3-95fa-3029-7a043badc690	1496	1870884	*	*
193c20af-b538-a17c-f38b-ec241a7f77e3	-	-	*	*
46af4d1e-0ecb-a85d-2b6b-74bc5b79a740	-	-	*	*
132bd59f-1011-4e60-3afa-df54fe3e8926	-	-	*	*
ff1c3e06-497b-e6a9-f815-287d5620c281	28901	590	*	*
b071ce13-1682-f5ed-784d-e40290406cb0	-	-	*	*
dfbbfe01-860d-3eb1-670e-43a5a58ce0a6	562	561	*	*
c4bf4f4c-9f8a-9f9b-93c7-acd24a85765e	1502	1485	*	*
c9f07caa-65d4-e27d-c54e-e050079b5a12	-	-	*	*
564828d1-6ae9-ece5-dbb7-2e7cf5d0cbb2	562	561	*	*
a247fd7a-5040-717d-ea6d-21663ddc4698	1496	1870884	*	*
35dc74ca-553b-b97b-5b98-3f8a113fe72e	423477	29465	*	*
df186e32-eecf-33a2-83bf-7ea4e8087d75	2173	2172	*	*
b47355a4-e8ad-c384-42c2-230b9f619606	-	-	*	*
e4496a8e-95e0-4873-68ea-83c457e40ba2	562	561	*	*
1c093451-fbf6-1442-f320-0e19fcdb1d67	301301	841	*	*
ced147f5-7c9d-ae53-fc38-636c154fc9e8	-	-	*	*
cc7dd66f-2912-3b9f-7fa9-8ff07c018d31	817	816	*	*
9575d464-3b18-603d-7263-16649b0e5f0b	-	-	*	*
1b4c5c99-1bf3-917d-dbef-659c04d865fb	-	-	*	*
f8b49805-c18f-753e-b1c1-c108f2cd4f9b	-	-	*	*
5c773168-52ea-b663-d223-b13d4499026d	-	-	*	*
7d27f5fe-3d2e-8e2d-2aba-ee2b1049cbee	-	-	*	*
9f608634-1ea8-c553-60c7-42ecfcda893f	562	561	*	*
45387f90-1fd4-d6e3-9c0a-90d4e4713c55	-	-	*	*
7d4ff1dc-4452-8417-347f-ea0e2dcdbd57	28901	590	*	*
205f6893-b20d-1f66-9170-f19b5cd68b13	-	-	*	*
17c9d1ae-61ce-7a4b-759f-05e5a5d5334a	562	561	*	*
f8ef9ddd-f549-57a1-7316-00547b4af6e1	-	-	*	*
f0cf2028-9683-3760-8964-6df812875473	-	-	*	*
eb469f16-c792-5377-00f6-ecc64ee5aa5d	562	561	*	*
4908ce90-91d8-0102-f12e-f9e79e8bf3bf	562	561	*	*
144b156e-6e42-94e4-e4c1-da4ede96c14d	562	561	*	*
d6d4b6c8-016d-2630-643e-c178641a3bcd	-	-	*	*
4ced5b53-61d6-1568-4f3b-a8ac59fc4276	562	561	*	*
110c8058-aed2-6a1d-29e0-fe9e3b09d13b	-	-	*	*
c33d4903-62b7-ba82-da5f-e66dc9a42899	-	-	*	*
d63029b7-8e7b-3ce6-c3a0-150aeb62b658	562	561	*	*
dec5a4fc-868c-1087-fcd1-f297c1b10638	-	-	*	*
c46d3346-06f9-cb1b-509c-ea4288ada672	-	-	*	*
7ad5d0ce-25d3-ac47-0cbe-1340701a711e	-	-	*	*
32098fcc-57cb-f973-866a-ba43d1520006	-	-	*	*
11aa48ab-5afe-e196-636a-e48bb9f4145b	-	-	*	*
395bdf97-c63d-3abc-236d-e0dd7a59d748	-	-	*	*
aa98914b-5d7e-932a-236b-aa84a45073bc	28901	590	*	*
9dfe19a2-9f6b-478b-fdf4-dd62aaa1061f	562	561	*	*
582fdb24-5637-0b6c-8e89-81bfb08add3d	28128	838	*	*
81f3b849-4858-47fc-3af9-323adb8397c2	-	-	*	*
c6099e1d-f047-8010-ec73-e0dc14c2bc51	1613	2742598	*	*
62b4b0d6-1bab-42f0-12ec-6b267db819d5	-	-	*	*
73c6406c-aa5a-5d60-a9f9-8f9fdf0881da	-	-	*	*
1d3a9b9e-48c7-2507-7e82-655122f63f43	-	-	*	*
93d4b7fe-4f6c-4457-4eb6-483a40059f5a	-	-	*	*
6ad7da4c-1c20-2cd2-0430-c6790b319c46	-	-	*	*
6807e3f3-605c-e829-e151-c97d8f4fff22	562	561	*	*
ad9f7fce-39c6-a7be-6a37-1fd4f7cf3fa0	-	-	*	*
64e267e3-9750-bbc1-7944-72197ae68798	-	-	*	*
e4423d20-d182-f83e-931c-657f7d73fe81	-	-	*	*
9b669cf4-2600-5fd8-c03c-300b0ea79e75	-	-	*	*
e8dcb008-0ad2-043f-e7f8-eb1fb65e1c2d	-	-	*	*
7d27d83b-fcfb-133c-8149-57b18fe4c453	1502	1485	*	*
319bd304-76a5-04c1-6acb-dc7a4a299d34	-	-	*	*
dc52e0f0-834e-de09-ce9c-a6ca0a366138	-	-	*	*
3f803eb4-3736-4b9b-58f8-33c67dc154a7	-	-	*	*
8c172474-0cda-1f1f-d22c-f6e4bc2b56f1	562	561	*	*
18348a8f-e459-0688-8a36-8de5d0e788e7	-	-	*	*
ce1883cc-7c09-b40a-d9d1-7267cf95ce7d	1351	1350	*	*
910c04c0-e6c7-cf4e-2ec8-914ad3c5d70e	-	-	*	*
211838e4-a810-2a85-ed24-2afcbc1533bc	-	-	*	*
6e19196f-5412-fba9-1876-2827bc7076fe	-	-	*	*
54dd5458-1ffd-0a20-f9cc-cd5b28f14add	-	-	*	*
aaab17ab-fb8e-d43b-64f6-1ecd6a3b0f0d	-	-	*	*
edd8b9d6-de2d-2af6-7bbe-5933aa225993	817	816	*	*
45ee7d83-768f-d40b-bcb5-5ee6aee01f50	2173	2172	*	*
8804dd61-ad24-f81c-37fc-e71344a6db80	-	-	*	*
6070933f-ea97-92b8-909c-91bb80123606	-	-	*	*
ac47a214-e214-f1a9-c682-ced66623dfe3	1502	1485	*	*
c61757cb-4e18-325c-3c86-4b195532ef06	-	-	*	*
2a9a9b46-f28d-deb0-01b7-091cdc5ca62c	-	-	*	*
728ca19a-0696-db69-c3ca-f81a85fb93b1	-	-	*	*
f4d24960-3e24-69c7-a6e3-693a4a48d7ea	-	-	*	*
5cf893aa-53f3-d9c2-6264-926e4f4827d3	-	-	*	*
a810ff63-9299-e87d-45f6-af06358849e1	562	561	*	*
9e7a12c4-beca-e285-29a1-ce20b3996871	1351	1350	*	*
1c455418-a1ac-7937-4925-6ade88ab8914	239935	239934	*	*
f9583083-5a03-c4e5-1b15-92b810ade823	562	561	*	*
122a52a7-b55b-b1b8-2ecf-500ee8d6fad5	817	816	*	*
1c5f8cf8-2f93-1991-23ae-4555488647b2	-	-	*	*
d61ad9b2-08ac-a1da-f9cc-7e3dce5b25dd	-	-	*	*
2ee0b2f3-9c35-036d-d205-9e855ebc36ac	-	-	*	*
849f7fa8-98e6-64b4-f82a-9b0068579ae0	1496	1870884	*	*
80d513f6-99ea-3788-3c05-bfbf38df0c22	301301	841	*	*
b08fec11-d6d4-8af0-6aca-8ff5c06298ac	562	561	*	*
95107b95-8ab5-75d8-5eee-02ba53f7e67b	1502	1485	*	*
fd176eb3-0fbe-02a4-e1b7-90910fccd9ad	562	561	*	*
e4816d9b-e838-4eaf-bcfd-9dc0c7cdab4c	-	-	*	*
bfbc0f06-3760-0a99-7424-df5bd564d399	562	561	*	*
0915840f-eeb8-5465-2c40-b162030693e1	-	-	*	*
b542232b-078a-bb35-d99d-c4c26a157234	1502	1485	*	*
6b05efef-7989-2c79-72aa-5852912c2cec	1680	1678	*	*
3ba59909-25ea-9ad7-6498-573cfba5e87c	-	-	*	*
2defb578-e4ce-1195-53eb-98d894ba43ab	-	-	*	*
f4d1079e-de53-02fc-b132-49dc90d0cb31	28901	590	*	*
f5257bac-5ce2-f98c-b216-40d69b92100c	-	-	*	*
6ca90709-a463-251b-85b7-5f6ebfdc5268	-	-	*	*
7bd44f01-a603-708a-1235-fe2090a511bb	-	-	*	*
df84cd54-4d7c-3985-abca-62c2f51f1523	28128	838	*	*
c7d727d9-e095-2e9e-a1c1-3b59c49c0858	239935	239934	*	*
45e8b6e7-778c-e654-f949-0dad32522451	851	848	*	*
81f5d649-bf3a-e80c-c939-b9f02db6887a	562	561	*	*
438529e7-3159-9a8f-2061-5afcc40c63aa	-	-	*	*
0227c12a-5f6c-50e2-c4ea-b31bea14bb95	-	-	*	*
2f05773b-92d0-af82-4fb1-9d0f71c38c6a	-	-	*	*
484c35fc-5e39-48d8-eb93-59980b61d622	-	-	*	*
27767a87-7ead-fbba-ce95-120d544a29df	-	-	*	*
23b7d9dc-38ec-3464-9efc-9e3a39432e27	423477	29465	*	*
0613c3ee-e3a1-254a-654b-306d11b35d54	562	561	*	*
57aa44f1-c06c-23b3-4622-f63f2e3406ff	-	-	*	*
2e93f116-570d-d08a-a63b-4b3a66db46a7	562	561	*	*
28d69dc1-d631-0204-d0ca-fa1b2dbe2a91	-	-	*	*
1ffdcc75-148e-dc16-00e1-81f337fecd69	562	561	*	*
599cd1f3-cb70-437a-fd80-827a89ab9c23	817	816	*	*
c2a01c81-36c0-edd3-38ce-2a3e1c62da11	-	-	*	*
31a2eb99-6ebd-743d-0cd0-9dedfbebcb41	562	561	*	*
3f4f4200-8daf-3836-305c-a14747467eb2	-	-	*	*
075904c1-e0f1-4cff-f020-eb5b2a6fb1ff	-	-	*	*
74a54452-ba60-9ee5-ebae-68f5c4e6d32b	-	-	*	*
5688f604-6750-1ed1-234e-f42b34c11c3f	-	-	*	*
b8672640-6c74-f445-bd6d-573d5f67af11	-	-	*	*
8f17b375-efce-cc1f-6ebc-301dccd29dde	817	816	*	*
ce325488-6320-8951-4129-b30083d1328a	-	-	*	*
291bde6c-69b7-af07-7846-d0e36f6f2b3a	-	-	*	*
75d12151-54ba-059e-b8d0-8650814f727e	-	-	*	*
05b94ad6-b349-f300-44ab-0683a5e5202e	28901	590	*	*
3d13ec08-4c98-c9a7-f270-d22fb16dfc4d	2173	2172	*	*
423c81d7-44f8-697f-9275-2d3030432034	1502	1485	*	*
67aa7c69-01cb-32c3-07cf-5fceb76c6871	-	-	*	*
d306c7ab-322b-6bd1-1aa2-f09f8c469183	-	-	*	*
3eeefed5-021b-050d-029f-1e9d9b0dfc6d	-	-	*	*
8d4be3e4-0481-a4c4-c828-af68a8157673	-	-	*	*
d8c5ad6f-9480-e31f-2070-0f9f579c2455	-	-	*	*
d3b8ecf7-6e12-285f-2b73-9ea1e20df443	562	561	*	*
8d6682a0-e258-b7eb-1e4c-05ec89fe7901	-	-	*	*
1caa97e0-53f5-5697-d903-9fee5d39bdc3	-	-	*	*
7d0ebe05-7b5d-6534-3122-08b293c40ce8	-	-	*	*
d2962588-a0c8-8f9f-1675-96f957552445	562	561	*	*
7e226d6c-908c-ff9b-2c00-5eca48d126ce	-	-	*	*
8d516ead-3fc6-9f96-854b-5b6106089471	-	-	*	*
48bcfcce-4ee6-c629-fc95-1a67f58e6192	562	561	*	*
ef365e10-fcef-c7fb-47fa-1932501dffad	-	-	*	*
5adf3a40-cfa7-fa24-e859-e8f7a26cb6dc	-	-	*	*
b0d6daad-fb4f-d04b-074e-11cd605b0854	-	-	*	*
1c183a69-0bb8-d55e-70b9-2692bd30bf75	-	-	*	*
83e6f753-5601-dae8-29c5-788d3da6c31d	1502	1485	*	*
6c96e91e-3498-c081-f296-80bb40fd7acd	562	561	*	*
f9ccd228-2e5f-6724-cbc9-50c2eeb47a45	-	-	*	*
008def99-86b6-2432-42ae-47cf930a98f6	2173	2172	*	*
40a178e5-5d72-4899-2753-370d38698267	1351	1350	*	*
cd5c5b99-93a8-19e7-d7d3-f5339fa66371	-	-	*	*
4c1196c9-eb61-a158-d0de-69971c20cea5	-	-	*	*
7e575bd0-42b7-2fe3-2a04-42a7824c94bb	-	-	*	*
96fedb66-b0a6-848e-bc39-9391391bcdd3	-	-	*	*
c28f23f2-3e3e-c923-b29b-a236a8d850ef	-	-	*	*
3bd67108-627f-a33b-4593-a64d77c6f29c	28901	590	*	*
4d9a233e-52fb-a7d0-9d2c-04aca54f5d79	-	-	*	*
8b01406c-2a38-77c6-cbcf-ab0ece46182b	-	-	*	*
2f4b0278-56c4-4799-1a88-f8428106bdf6	-	-	*	*
b9d72b42-391e-5c5b-ab64-450efb48f05d	-	-	*	*
a65f7232-c6c9-0d33-66fc-a2ed864e86fe	-	-	*	*
5c5f782b-d80b-b5b8-0c2b-51ff7b5636d1	-	-	*	*
00de20bb-6520-0e2a-e8ec-e06fb2cddf10	-	-	*	*
62293ecc-b5a7-7525-5402-decd3cf9197b	1502	1485	*	*
276d56d7-4b7a-fccc-1014-ebcbb9f853b8	562	561	*	*
16719df1-fad0-a975-373f-79cdaa0d44e5	1502	1485	*	*
3d92eea8-eb1a-3a38-d0f6-929747c4c2ae	-	-	*	*
b90bac4f-8582-a339-36dd-f87d6b1c331a	-	-	*	*
4b494aa0-3261-9a44-fc3f-24f4bba6c0d8	-	-	*	*
1ddefcc7-e236-620d-1475-dc733d3ae03a	-	-	*	*
a81d29e1-f2f5-e46f-4ba1-b6fbd35840b7	-	-	*	*
c268c62b-8cfa-2d85-4fcb-dfd72034b937	239935	239934	*	*
421dff26-216c-4ade-4ed4-d0d147214739	1496	1870884	*	*
f2907ea7-4e0f-3549-659f-3a57a0454ec8	-	-	*	*
81f9d936-f89e-2f47-1550-27d267acc504	-	-	*	*
703a1e93-43bd-6fd0-03ad-64d2d7e0c20d	-	-	*	*
0f6d68e9-4a56-fae5-3472-22b9ca53b39f	-	-	*	*
4aa630f2-bc0c-55df-d1d9-f51e0a9d4e80	28901	590	*	*
fec19d97-38e4-c760-66ca-f51f25a18ecb	1496	1870884	*	*
60b95af3-8106-a03e-5448-45e8c0a9a545	-	-	*	*
c9595219-a3fb-6398-39c5-2a477b9b021e	562	561	*	*
a63a5f91-ec9d-1ff8-f3c3-f16547c304a0	1351	1350	*	*
e8fc5157-e4d0-3915-9411-65cf482998d5	-	-	*	*
eba60241-bcfb-9034-ee9c-489c4af5e63e	28901	590	*	*
39690e47-5e1b-ee14-0919-53e17ad68d39	-	-	*	*
d640d12d-5bce-b1ef-9128-9ba94ed1b56c	-	-	*	*
b99b71a9-0436-8d44-794c-7590e4c3fad2	562	561	*	*
38797159-ff45-29ae-4fea-ada635bf1c14	-	-	*	*
599236bd-3af6-0e79-1c5c-b0de39d41114	-	-	*	*
b2af01b8-ff56-85b3-2cdb-8962288a357b	239935	239934	*	*
238e9a9a-a56b-467b-0cce-3c0fd2b28e22	-	-	*	*
f660e8dd-1c5f-0beb-c08e-801f49875526	2173	2172	*	*
e68e8b51-2d70-e275-14b2-c540e680433f	-	-	*	*
bcfd5f58-784e-1e7a-f2ad-86838716c7c6	-	-	*	*
e9254f24-4dc9-ea8c-1dc7-fca4a95aaf06	562	561	*	*
fdd105d0-fc92-e051-35f8-7ef4675d4def	-	-	*	*
5693b3ed-b658-a936-2c8a-169a0886c03c	562	561	*	*
4358b447-c24d-7034-f439-c65046e87c4b	562	561	*	*
4ff658c6-6881-d1f7-2336-4d6b446dbeff	-	-	*	*
9169da05-00bf-2d7c-b23f-c38fac7344f5	-	-	*	*
9b0f53d1-b594-da3f-9c7f-52e4e0655b19	-	-	*	*
712b77ff-315c-5102-5f43-9ce5ca24dd79	301301	841	*	*
57a10e30-a6af-a1cd-74a0-bbc90eb6bf87	2173	2172	*	*
63b1c71e-b54c-8a8e-3946-2f15efcf0bef	-	-	*	*
5563cc69-bdb2-05b9-0d7a-02a691be7636	-	-	*	*
730d9c27-9d3f-12ae-1e53-b00bbf9f9c83	-	-	*	*
2921e7da-d17a-a1f7-d983-5684dbbbee5e	-	-	*	*
a95d1ed6-a7b9-2743-d663-7fd6eb1f0922	-	-	*	*
5f480382-16e1-687d-2b12-5954b8e314e4	-	-	*	*
086164b5-671f-c0fb-ff2c-4cca9a943c11	-	-	*	*
09442da5-052f-26ea-432f-7dae32ec831c	-	-	*	*
9ac26cc8-e1ed-eed3-e421-7f20fc7d8358	562	561	*	*
81cc9917-04df-86c2-46f8-cba83478f8c5	1502	1485	*	*
5c8a34b4-4225-e0b2-0caa-d5a589daa17e	-	-	*	*
d541332c-c523-1362-1a65-446c7b3f6fa2	562	561	*	*
11a0cc07-f566-2af3-2bbe-af2dd3657e80	851	848	*	*
28d54745-c01c-2894-8809-fcdcb526703b	-	-	*	*
7cd24e98-94ae-a4b7-2d7d-ace86dcd3f48	28128	838	*	*
e17b9d33-e9b1-f638-ccbb-64760a2c1882	28901	590	*	*
535445a7-b624-6564-b105-8c86b741f550	817	816	*	*
347a637e-071e-0d43-678f-96e3cac78c89	28128	838	*	*
8a5fe125-8fc2-b04d-65ae-72d39229f784	-	-	*	*
fb286485-e003-f717-6fc4-42a4c191ae89	1502	1485	*	*
5fe7e73b-4888-987e-06af-8edf5c8c5d39	562	561	*	*
9100d53f-2ee8-50c4-d6e9-5d67e33ca717	239935	239934	*	*
e7d93231-22d7-f4a2-68a2-65f344f712d5	-	-	*	*
20350d43-e439-3786-5da8-3f5bd60f38a3	2173	2172	*	*
51ded834-02e1-9c9c-d96c-920d985cb7f1	562	561	*	*
329c2106-3c36-ddd5-5d44-2ddc5a2eec78	562	561	*	*
95f074c4-418b-bc7f-1780-f303424c266c	562	561	*	*
3f91c10a-9c7b-3160-b412-a7281aa8f618	562	561	*	*
d1818890-3db7-2394-9024-daccc9e2821b	28901	590	*	*
00bd0134-e3a3-f2ba-fba9-567f46b11626	562	561	*	*
a26cf159-dfc7-d55b-efab-00b4aa81f93b	-	-	*	*
9d0fd6ea-22ad-8565-b59c-662c368f1542	-	-	*	*
743b73d5-6f3e-6f41-22ab-c83c3996eb37	-	-	*	*
302ba043-ebe6-6154-2c17-a637afaebc09	562	561	*	*
1ebd6b4f-397f-dba3-38d3-7f82543c710b	-	-	*	*
114b9ce4-5ded-6378-93f4-6ed4ae297048	-	-	*	*
bd5f964f-bc9e-dff1-f6ee-d670e558e607	-	-	*	*
574083e3-fec8-ae1d-b244-237b10b94ee6	-	-	*	*
476e43f8-c1cf-d7c4-c898-4306bc6f180a	562	561	*	*
82f0d1be-82ad-0430-b709-b79ee4abfb14	562	561	*	*
abc64a78-3a2b-3862-9dfe-33d9fdc26815	-	-	*	*
27d04d2c-cd51-bf3f-5b07-01df0b2e0d8d	-	-	*	*
47c40cf6-00f3-6511-4b96-6de8ded799ae	-	-	*	*
842249eb-d2bd-1b90-3ad9-b1f8a14f18e3	28901	590	*	*
3c83ef05-ce04-4038-8b53-6c3479f7b851	-	-	*	*
62d02722-f13e-6175-0e9b-b15ab1dc4e69	28901	590	*	*
3355fd30-b113-eef6-37cb-4375a2a78c9d	-	-	*	*
4a6974e6-ccf9-d7f4-91f7-612f081fcb93	-	-	*	*
73b3bd01-59c8-03b8-9e56-8adb1fa2e9f8	-	-	*	*
867e01cc-a5a3-db52-4fba-fe0a365a3a94	562	561	*	*
f5fb38cd-d289-05b1-ebd6-d5ea8f4fd691	562	561	*	*
ecd8c13f-0185-c8aa-7d0e-07efc43b434f	-	-	*	*
3510d25f-825a-96d6-eb9c-0e293e93e3e0	-	-	*	*
f2b574b4-61f6-6ddc-f878-e1fa40717698	-	-	*	*
d3171227-aba7-245d-f827-8715f386bb0c	-	-	*	*
a27f22d9-bfb5-81cc-969c-6fbf6d99e635	1496	1870884	*	*
38f1771f-2d9f-48c3-c420-6ef71e5116ec	817	816	*	*
d439aecf-df05-b977-bd5a-cb3f8aac2091	-	-	*	*
7feb820b-c2f6-fee3-89b0-9f20b2a302ac	562	561	*	*
c6aedcfd-a859-fe55-8477-a9df75084526	-	-	*	*
afa60229-fd38-f867-b2ff-256d51ab697e	-	-	*	*
26f854f2-9887-cf7d-2273-74218b5513d5	-	-	*	*
76477b07-f7ef-b034-9cf4-c1657eaeb6ba	562	561	*	*
1bead6d8-3744-d2af-5021-8ea26ecc9c37	28128	838	*	*
4297d160-6f6c-1761-9a1b-46464e489e58	28901	590	*	*
2783a1b2-6ca4-8613-2391-7842c3b6cffe	239935	239934	*	*
1f998af2-3b43-21a1-7ffa-aee409361528	-	-	*	*
a97890b6-1a5f-c708-f421-829e4d0ae566	1502	1485	*	*
7f7145b7-9898-2b04-a0a8-211353f073e1	28901	590	*	*
842721c3-2bef-fdd1-df7b-4358f0136252	1502	1485	*	*
b383fbdd-4c7f-15eb-2f45-fe37689a7bdd	-	-	*	*
cea261e3-43f1-f3a4-be4a-9cb941532280	-	-	*	*
25249f17-0758-b60c-8360-a457febf1a33	-	-	*	*
d66e2a02-e228-4fad-8c47-b34ec9169238	28128	838	*	*
a30758c8-c829-48ef-0519-2d8a0567883f	1496	1870884	*	*
62617800-97a0-d299-9dc5-d792d2934a1f	-	-	*	*
